channel_acq,test_coupon,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart,trans_after,revenue_after, prediction_using_neural_network
4.0,1.0,8.0,59.99,4.0,2.0,0.0,0.0,0.0,0.589707612991333
2.0,0.0,5.0,58.99,4.0,12.0,1.0,1.0,58.99,0.4053135812282562
3.0,1.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.024716787040233612
4.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.15439316630363464
2.0,0.0,0.0,0.0,7.0,20.0,0.0,0.0,0.0,0.013233901001513004
3.0,0.0,5.0,73.99,4.0,13.0,0.0,0.0,0.0,0.18199968338012695
3.0,0.0,7.0,53.99,0.0,17.0,1.0,0.0,0.0,0.9018367528915405
1.0,1.0,0.0,0.0,5.0,12.0,1.0,0.0,0.0,0.03471367806196213
3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.018519243225455284
1.0,1.0,1.0,52.49,6.0,23.0,0.0,0.0,0.0,0.020243851467967033
1.0,0.0,1.0,56.99,7.0,20.0,0.0,0.0,0.0,0.009600085206329823
1.0,0.0,0.0,0.0,5.0,9.0,1.0,0.0,0.0,0.025997599586844444
2.0,0.0,1.0,59.99,2.0,25.0,1.0,1.0,59.99,0.1507200449705124
2.0,0.0,2.0,115.98,5.0,9.0,0.0,0.0,0.0,0.01894189789891243
1.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.007936161942780018
1.0,1.0,6.0,47.49,6.0,3.0,0.0,0.0,0.0,0.05647589638829231
2.0,1.0,4.0,50.49,1.0,22.0,0.0,0.0,0.0,0.17683041095733643
1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.04366486892104149
1.0,1.0,7.0,143.98,4.0,9.0,0.0,0.0,0.0,0.11708418279886246
1.0,1.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.06781966239213943
4.0,1.0,5.0,125.98,0.0,18.0,1.0,2.0,100.78399999999999,0.8223822116851807
1.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.02655062824487686
3.0,0.0,0.0,0.0,4.0,20.0,0.0,0.0,0.0,0.06237584725022316
2.0,0.0,0.0,0.0,3.0,29.0,0.0,0.0,0.0,0.05846775695681572
3.0,1.0,3.0,78.49,4.0,11.0,0.0,0.0,0.0,0.0657150074839592
2.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.01904383860528469
1.0,0.0,8.0,133.98,1.0,12.0,1.0,1.0,66.99,0.7563164234161377
1.0,1.0,0.0,0.0,1.0,28.0,0.0,0.0,0.0,0.06361304968595505
1.0,0.0,0.0,0.0,4.0,17.0,0.0,0.0,0.0,0.015073520131409168
3.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.2687288224697113
1.0,0.0,1.0,66.99,1.0,3.0,1.0,0.0,0.0,0.10466203838586807
3.0,0.0,1.0,48.49,5.0,13.0,0.0,0.0,0.0,0.025036219507455826
3.0,0.0,2.0,58.49,1.0,16.0,1.0,1.0,58.49,0.39135122299194336
1.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.03571757674217224
4.0,1.0,0.0,0.0,7.0,18.0,0.0,1.0,40.792,0.0563475638628006
3.0,0.0,4.0,63.99,0.0,24.0,1.0,1.0,63.99,0.6974985599517822
1.0,0.0,1.0,63.99,5.0,16.0,1.0,0.0,0.0,0.04020414501428604
1.0,0.0,5.0,53.99,0.0,34.0,0.0,0.0,0.0,0.4994090795516968
3.0,0.0,5.0,61.99,5.0,17.0,0.0,0.0,0.0,0.1513689160346985
3.0,1.0,3.0,100.98,5.0,22.0,0.0,0.0,0.0,0.05028659477829933
3.0,1.0,1.0,72.99,2.0,27.0,0.0,0.0,0.0,0.0479462705552578
1.0,0.0,4.0,62.99,0.0,12.0,0.0,1.0,62.99,0.11981847137212753
4.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.027220789343118668
3.0,0.0,1.0,149.98,1.0,22.0,0.0,1.0,74.99,0.05702567473053932
1.0,1.0,0.0,0.0,2.0,14.0,1.0,0.0,0.0,0.08797618746757507
3.0,1.0,1.0,90.98,5.0,15.0,0.0,0.0,0.0,0.01939709670841694
1.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.004723240155726671
1.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.1330411285161972
1.0,1.0,1.0,56.99,1.0,3.0,1.0,0.0,0.0,0.09373336285352707
1.0,0.0,0.0,0.0,5.0,21.0,1.0,0.0,0.0,0.03870939090847969
1.0,0.0,6.0,147.98,0.0,29.0,0.0,0.0,0.0,0.23646613955497742
2.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.059171710163354874
1.0,0.0,1.0,43.99,5.0,6.0,0.0,0.0,0.0,0.00807135459035635
1.0,1.0,5.0,65.49,1.0,3.0,1.0,2.0,104.78399999999999,0.3389982581138611
3.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.042233701795339584
1.0,1.0,5.0,185.96,6.0,28.0,0.0,1.0,37.192,0.027307134121656418
2.0,1.0,2.0,191.97,5.0,8.0,0.0,0.0,0.0,0.01315393764525652
4.0,0.0,0.0,0.0,6.0,8.0,1.0,0.0,0.0,0.12856023013591766
2.0,1.0,0.0,0.0,5.0,13.0,1.0,0.0,0.0,0.06864476203918457
2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.019319063052535057
3.0,1.0,1.0,75.99,6.0,19.0,0.0,0.0,0.0,0.015740765258669853
1.0,1.0,1.0,117.98,3.0,21.0,0.0,0.0,0.0,0.010481877252459526
3.0,1.0,3.0,46.49,4.0,22.0,0.0,0.0,0.0,0.254465252161026
3.0,1.0,1.0,49.99,1.0,23.0,0.0,0.0,0.0,0.13154487311840057
3.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.2687288224697113
2.0,1.0,3.0,46.99,0.0,18.0,1.0,1.0,37.592,0.4134557247161865
4.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.27155810594558716
3.0,1.0,1.0,86.99,1.0,14.0,0.0,0.0,0.0,0.05637766420841217
1.0,0.0,7.0,127.98,1.0,10.0,0.0,0.0,0.0,0.26989325881004333
3.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.22756467759609222
1.0,1.0,1.0,64.99,5.0,10.0,0.0,0.0,0.0,0.006681992206722498
4.0,0.0,8.0,64.99,3.0,1.0,1.0,0.0,0.0,0.7192634344100952
3.0,0.0,3.0,203.97,0.0,10.0,1.0,0.0,0.0,0.47032999992370605
1.0,1.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.04753341153264046
1.0,0.0,1.0,81.99,4.0,14.0,0.0,0.0,0.0,0.009907825849950314
1.0,1.0,1.0,76.99,2.0,1.0,0.0,0.0,0.0,0.0139836510643363
4.0,0.0,2.0,113.98,0.0,16.0,1.0,0.0,0.0,0.5596850514411926
3.0,0.0,1.0,169.47,0.0,24.0,0.0,0.0,0.0,0.07069925218820572
2.0,1.0,0.0,0.0,4.0,15.0,1.0,0.0,0.0,0.09681646525859833
1.0,0.0,3.0,46.99,4.0,23.0,0.0,0.0,0.0,0.11294145882129669
2.0,0.0,17.0,64.99,6.0,20.0,0.0,1.0,64.99,0.9088140726089478
3.0,0.0,8.0,62.99,6.0,13.0,1.0,0.0,0.0,0.7487289309501648
1.0,0.0,0.0,0.0,2.0,15.0,1.0,0.0,0.0,0.07732106000185013
2.0,1.0,2.0,57.99,6.0,18.0,0.0,0.0,0.0,0.015304040163755417
3.0,1.0,0.0,0.0,1.0,23.0,0.0,1.0,62.792,0.18333746492862701
1.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0421118400990963
4.0,1.0,1.0,59.49,4.0,13.0,0.0,0.0,0.0,0.04718094319105148
1.0,0.0,1.0,80.99,6.0,1.0,1.0,0.0,0.0,0.027391215786337852
1.0,1.0,0.0,0.0,3.0,21.0,0.0,0.0,0.0,0.028162702918052673
2.0,1.0,1.0,73.99,2.0,16.0,0.0,0.0,0.0,0.02635359577834606
1.0,1.0,3.0,52.49,2.0,8.0,1.0,0.0,0.0,0.1782997101545334
3.0,1.0,6.0,52.99,1.0,17.0,0.0,1.0,42.391999999999996,0.43512943387031555
2.0,1.0,1.0,66.99,4.0,10.0,1.0,0.0,0.0,0.07425098121166229
3.0,0.0,1.0,69.99,7.0,15.0,0.0,0.0,0.0,0.013891158625483513
1.0,0.0,2.0,67.99,6.0,13.0,1.0,0.0,0.0,0.0481303445994854
1.0,1.0,4.0,74.99,0.0,28.0,1.0,0.0,0.0,0.3884161710739136
3.0,1.0,1.0,53.99,7.0,20.0,0.0,0.0,0.0,0.03997219726443291
1.0,0.0,0.0,0.0,1.0,16.0,1.0,1.0,51.49,0.10716349631547928
3.0,1.0,2.0,78.99,6.0,10.0,1.0,0.0,0.0,0.11367026716470718
2.0,0.0,5.0,52.99,5.0,13.0,0.0,0.0,0.0,0.09263189136981964
2.0,0.0,1.0,70.49,3.0,16.0,0.0,0.0,0.0,0.023577246814966202
3.0,0.0,1.0,81.49,1.0,21.0,0.0,0.0,0.0,0.06806573271751404
1.0,1.0,3.0,61.99,4.0,3.0,0.0,0.0,0.0,0.02242901176214218
3.0,0.0,6.0,164.97,6.0,12.0,1.0,1.0,54.99,0.4551745057106018
3.0,0.0,1.0,74.49,6.0,15.0,0.0,0.0,0.0,0.017977822571992874
1.0,1.0,0.0,0.0,3.0,17.0,0.0,0.0,0.0,0.024644197896122932
3.0,0.0,0.0,0.0,5.0,23.0,0.0,0.0,0.0,0.05149424448609352
3.0,1.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.15453003346920013
2.0,1.0,1.0,88.98,6.0,5.0,0.0,0.0,0.0,0.008119945414364338
1.0,0.0,1.0,68.99,1.0,22.0,1.0,0.0,0.0,0.11322951316833496
1.0,0.0,0.0,0.0,4.0,18.0,0.0,0.0,0.0,0.015590808354318142
1.0,0.0,1.0,73.99,0.0,26.0,1.0,0.0,0.0,0.1445789486169815
1.0,1.0,0.0,0.0,6.0,13.0,1.0,0.0,0.0,0.026672832667827606
2.0,1.0,4.0,44.99,1.0,12.0,0.0,1.0,35.992,0.14124086499214172
3.0,0.0,1.0,44.49,0.0,15.0,0.0,0.0,0.0,0.09388788044452667
1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.04505127668380737
5.0,0.0,3.0,47.49,1.0,10.0,1.0,0.0,0.0,0.7072746753692627
2.0,0.0,9.0,72.99,2.0,13.0,1.0,3.0,218.97,0.8897389769554138
1.0,1.0,4.0,58.99,4.0,20.0,1.0,0.0,0.0,0.17547151446342468
2.0,0.0,1.0,107.98,1.0,14.0,0.0,0.0,0.0,0.03591590002179146
3.0,1.0,6.0,59.99,5.0,20.0,0.0,0.0,0.0,0.19937103986740112
3.0,1.0,10.0,143.98,7.0,11.0,0.0,1.0,57.592,0.44029951095581055
3.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.12100794166326523
1.0,1.0,0.0,0.0,3.0,23.0,1.0,0.0,0.0,0.08816560357809067
1.0,0.0,1.0,62.99,0.0,6.0,0.0,0.0,0.0,0.02956225350499153
1.0,1.0,2.0,53.49,0.0,8.0,0.0,0.0,0.0,0.042450226843357086
1.0,0.0,0.0,0.0,4.0,30.0,0.0,0.0,0.0,0.023336034268140793
2.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.1952771544456482
2.0,0.0,2.0,57.99,7.0,24.0,1.0,0.0,0.0,0.22475968301296234
3.0,1.0,0.0,0.0,7.0,18.0,0.0,0.0,0.0,0.02926829643547535
3.0,0.0,2.0,126.98,4.0,25.0,1.0,0.0,0.0,0.195429265499115
1.0,0.0,1.0,47.99,7.0,18.0,0.0,0.0,0.0,0.011512965895235538
2.0,0.0,1.0,63.99,0.0,18.0,0.0,0.0,0.0,0.053603075444698334
3.0,1.0,1.0,66.99,4.0,21.0,0.0,0.0,0.0,0.027901718392968178
1.0,1.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0042420364916324615
1.0,0.0,6.0,141.98,3.0,11.0,1.0,1.0,70.99,0.3958495855331421
2.0,1.0,0.0,0.0,4.0,13.0,0.0,1.0,51.992,0.031126994639635086
2.0,0.0,1.0,28.99,7.0,10.0,0.0,0.0,0.0,0.014740756712853909
3.0,0.0,3.0,71.49,5.0,6.0,1.0,0.0,0.0,0.24273209273815155
3.0,0.0,0.0,0.0,5.0,22.0,0.0,0.0,0.0,0.04984603822231293
1.0,0.0,3.0,161.98,7.0,2.0,0.0,0.0,0.0,0.008697153069078922
1.0,0.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0051217651925981045
1.0,0.0,0.0,0.0,6.0,18.0,0.0,0.0,0.0,0.00851425714790821
1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.020109888166189194
3.0,1.0,2.0,67.99,4.0,7.0,0.0,0.0,0.0,0.0417390875518322
1.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.05951838567852974
2.0,0.0,3.0,151.47,0.0,4.0,1.0,0.0,0.0,0.2668258547782898
1.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.013291473500430584
1.0,1.0,7.0,50.49,0.0,13.0,0.0,0.0,0.0,0.3458971381187439
3.0,1.0,2.0,203.97,1.0,19.0,0.0,0.0,0.0,0.06694409251213074
4.0,0.0,4.0,66.99,6.0,7.0,0.0,0.0,0.0,0.12049885839223862
1.0,1.0,5.0,64.49,1.0,1.0,0.0,0.0,0.0,0.12035216391086578
4.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.2772834300994873
2.0,1.0,1.0,75.99,1.0,22.0,0.0,0.0,0.0,0.03520704060792923
4.0,0.0,0.0,0.0,3.0,16.0,1.0,0.0,0.0,0.332949697971344
1.0,0.0,1.0,52.99,5.0,18.0,0.0,0.0,0.0,0.008347232826054096
2.0,0.0,0.0,0.0,7.0,19.0,0.0,0.0,0.0,0.01279378216713667
3.0,0.0,3.0,65.49,0.0,15.0,0.0,0.0,0.0,0.20617064833641052
2.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.19792412221431732
1.0,0.0,0.0,0.0,5.0,19.0,0.0,0.0,0.0,0.011924749240279198
3.0,1.0,12.0,117.98,7.0,14.0,0.0,0.0,0.0,0.6956568360328674
3.0,0.0,4.0,75.49,1.0,13.0,0.0,0.0,0.0,0.2365022599697113
3.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,107.184,0.12252957373857498
1.0,0.0,0.0,0.0,5.0,17.0,0.0,0.0,0.0,0.01114366203546524
3.0,1.0,3.0,63.99,5.0,11.0,0.0,0.0,0.0,0.05273951590061188
3.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.04364175722002983
1.0,1.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.009331803768873215
2.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.05110150948166847
2.0,0.0,1.0,145.98,5.0,23.0,0.0,0.0,0.0,0.011520849540829659
2.0,0.0,5.0,167.98,5.0,16.0,0.0,0.0,0.0,0.06963739544153214
4.0,0.0,2.0,78.49,1.0,2.0,0.0,0.0,0.0,0.16118532419204712
1.0,1.0,1.0,64.99,7.0,28.0,0.0,0.0,0.0,0.021297410130500793
3.0,0.0,3.0,71.49,0.0,13.0,1.0,1.0,71.49,0.5672573447227478
1.0,0.0,5.0,63.99,6.0,7.0,0.0,0.0,0.0,0.039881788194179535
2.0,1.0,6.0,74.49,0.0,6.0,1.0,0.0,0.0,0.5890296101570129
3.0,0.0,6.0,56.49,2.0,18.0,0.0,1.0,56.49,0.4037229120731354
2.0,1.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.05242659151554108
2.0,1.0,1.0,48.99,5.0,14.0,1.0,0.0,0.0,0.06138545647263527
2.0,0.0,2.0,49.99,0.0,8.0,0.0,1.0,49.99,0.0838024690747261
2.0,1.0,1.0,107.98,0.0,8.0,0.0,0.0,0.0,0.039331499487161636
1.0,0.0,3.0,109.98,5.0,3.0,1.0,0.0,0.0,0.08403033018112183
1.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.04847654700279236
3.0,1.0,1.0,76.49,1.0,19.0,0.0,1.0,61.192,0.05934358388185501
2.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.19302774965763092
3.0,0.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,0.10278980433940887
1.0,1.0,1.0,67.99,1.0,10.0,1.0,1.0,54.391999999999996,0.09403154253959656
3.0,0.0,1.0,46.49,2.0,16.0,0.0,0.0,0.0,0.05639654025435448
1.0,1.0,1.0,58.49,0.0,15.0,0.0,0.0,0.0,0.02699563279747963
1.0,0.0,0.0,0.0,5.0,17.0,1.0,0.0,0.0,0.03391921520233154
3.0,1.0,4.0,103.98,7.0,17.0,0.0,0.0,0.0,0.046000365167856216
2.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,56.99,0.09997034817934036
1.0,1.0,1.0,47.99,2.0,5.0,1.0,0.0,0.0,0.07527810335159302
1.0,0.0,12.0,55.99,3.0,12.0,0.0,0.0,0.0,0.7529671788215637
2.0,0.0,1.0,50.99,3.0,16.0,0.0,0.0,0.0,0.024880655109882355
3.0,1.0,6.0,79.49,0.0,2.0,1.0,3.0,190.77599999999998,0.5050193667411804
3.0,1.0,3.0,164.97,3.0,20.0,1.0,0.0,0.0,0.2821015417575836
3.0,1.0,1.0,54.99,3.0,2.0,0.0,0.0,0.0,0.034355904906988144
1.0,0.0,1.0,51.99,4.0,25.0,0.0,1.0,51.99,0.04477332532405853
1.0,1.0,1.0,70.49,6.0,17.0,0.0,0.0,0.0,0.0051821754314005375
1.0,1.0,1.0,47.49,1.0,14.0,1.0,0.0,0.0,0.10086763650178909
3.0,0.0,0.0,0.0,6.0,12.0,1.0,0.0,0.0,0.07871005684137344
1.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.013168138451874256
1.0,1.0,1.0,91.98,6.0,9.0,1.0,0.0,0.0,0.023846646770834923
1.0,1.0,2.0,56.49,1.0,16.0,0.0,1.0,45.192,0.03357791155576706
1.0,0.0,1.0,52.99,7.0,20.0,0.0,0.0,0.0,0.01239387784153223
2.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.14014333486557007
1.0,1.0,4.0,55.99,4.0,4.0,0.0,0.0,0.0,0.03683910891413689
1.0,0.0,5.0,63.99,6.0,17.0,0.0,0.0,0.0,0.041818901896476746
1.0,1.0,2.0,58.49,0.0,5.0,0.0,0.0,0.0,0.04128803685307503
4.0,0.0,1.0,64.99,0.0,13.0,0.0,0.0,0.0,0.14538788795471191
5.0,0.0,1.0,69.49,4.0,8.0,0.0,0.0,0.0,0.08753907680511475
1.0,1.0,4.0,53.99,5.0,16.0,0.0,0.0,0.0,0.03007778711616993
3.0,0.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,0.04669838398694992
3.0,0.0,1.0,185.97,6.0,18.0,1.0,0.0,0.0,0.06566816568374634
2.0,1.0,2.0,56.49,4.0,3.0,1.0,0.0,0.0,0.11517558991909027
1.0,1.0,2.0,61.99,6.0,4.0,1.0,0.0,0.0,0.04059190675616264
5.0,1.0,13.0,49.99,5.0,2.0,1.0,0.0,0.0,0.9583274722099304
1.0,0.0,1.0,68.99,1.0,9.0,0.0,0.0,0.0,0.022573594003915787
1.0,0.0,1.0,53.99,6.0,19.0,0.0,0.0,0.0,0.009593373164534569
3.0,1.0,7.0,69.49,3.0,1.0,0.0,0.0,0.0,0.39004725217819214
3.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.01789332926273346
3.0,1.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.17826229333877563
1.0,1.0,9.0,74.99,4.0,18.0,1.0,2.0,119.984,0.6991472840309143
3.0,0.0,4.0,59.99,1.0,10.0,1.0,1.0,59.99,0.623102605342865
4.0,0.0,7.0,100.98,5.0,2.0,0.0,1.0,50.49,0.40941786766052246
2.0,1.0,10.0,129.98,6.0,16.0,1.0,1.0,51.992,0.7651529908180237
3.0,1.0,4.0,140.98,2.0,18.0,0.0,0.0,0.0,0.1470552235841751
1.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.006205057259649038
1.0,0.0,1.0,69.49,0.0,15.0,0.0,0.0,0.0,0.030320990830659866
1.0,0.0,2.0,68.99,3.0,4.0,1.0,1.0,68.99,0.09907377511262894
1.0,0.0,1.0,152.97,6.0,19.0,0.0,0.0,0.0,0.004820704460144043
1.0,1.0,2.0,71.49,2.0,18.0,0.0,0.0,0.0,0.024915704503655434
3.0,0.0,4.0,73.99,1.0,17.0,0.0,0.0,0.0,0.2408672273159027
1.0,1.0,2.0,67.99,3.0,27.0,0.0,0.0,0.0,0.020087096840143204
2.0,0.0,2.0,52.49,0.0,4.0,1.0,0.0,0.0,0.22027775645256042
1.0,0.0,3.0,68.49,3.0,23.0,0.0,0.0,0.0,0.03665918484330177
3.0,0.0,4.0,133.98,3.0,14.0,0.0,0.0,0.0,0.13216574490070343
2.0,1.0,4.0,66.99,1.0,13.0,0.0,0.0,0.0,0.13443614542484283
3.0,1.0,3.0,72.49,5.0,16.0,0.0,1.0,57.992,0.052773866802453995
3.0,0.0,4.0,62.49,7.0,18.0,0.0,0.0,0.0,0.0595780573785305
1.0,0.0,3.0,63.99,6.0,6.0,0.0,0.0,0.0,0.015301755629479885
1.0,1.0,5.0,77.99,1.0,5.0,1.0,0.0,0.0,0.40874356031417847
2.0,0.0,2.0,74.49,6.0,1.0,1.0,0.0,0.0,0.07595960050821304
2.0,0.0,8.0,79.99,4.0,22.0,0.0,1.0,79.99,0.3608735501766205
2.0,0.0,2.0,47.99,0.0,11.0,0.0,0.0,0.0,0.08538924157619476
4.0,1.0,3.0,56.99,4.0,22.0,0.0,1.0,45.592,0.2156210094690323
2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.012004838325083256
3.0,1.0,0.0,0.0,7.0,17.0,0.0,0.0,0.0,0.028310250490903854
3.0,0.0,0.0,0.0,4.0,17.0,0.0,0.0,0.0,0.05662710219621658
2.0,1.0,0.0,0.0,1.0,20.0,0.0,1.0,47.992,0.09279061108827591
3.0,1.0,2.0,43.49,4.0,13.0,0.0,0.0,0.0,0.045881520956754684
3.0,0.0,1.0,53.99,2.0,12.0,1.0,0.0,0.0,0.22924165427684784
3.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.16306178271770477
2.0,0.0,2.0,135.98,1.0,7.0,1.0,0.0,0.0,0.21943429112434387
3.0,1.0,1.0,157.98,6.0,13.0,1.0,1.0,63.192,0.060003217309713364
2.0,0.0,2.0,54.99,2.0,8.0,0.0,1.0,54.99,0.04948029667139053
4.0,0.0,1.0,51.99,0.0,7.0,0.0,0.0,0.0,0.14627166092395782
2.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.06383198499679565
1.0,0.0,1.0,99.98,4.0,24.0,0.0,0.0,0.0,0.009893840178847313
1.0,1.0,1.0,199.96,1.0,26.0,0.0,0.0,0.0,0.014699178747832775
1.0,1.0,4.0,79.49,0.0,10.0,0.0,0.0,0.0,0.09962505102157593
1.0,0.0,2.0,55.99,3.0,1.0,0.0,0.0,0.0,0.021220877766609192
1.0,1.0,2.0,63.99,0.0,16.0,1.0,0.0,0.0,0.18839247524738312
1.0,1.0,2.0,87.98,5.0,15.0,0.0,0.0,0.0,0.01042797788977623
3.0,0.0,1.0,152.97,2.0,15.0,0.0,1.0,50.99,0.042153630405664444
1.0,1.0,3.0,164.97,6.0,8.0,0.0,0.0,0.0,0.010043466463685036
2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0692751407623291
3.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.01282333955168724
2.0,0.0,0.0,0.0,0.0,21.0,1.0,1.0,79.49,0.2238185703754425
3.0,0.0,1.0,38.49,3.0,5.0,0.0,0.0,0.0,0.04213489219546318
3.0,1.0,8.0,65.49,2.0,17.0,0.0,3.0,157.17600000000002,0.6004208326339722
5.0,0.0,2.0,133.98,3.0,12.0,0.0,0.0,0.0,0.14896346628665924
5.0,1.0,0.0,0.0,6.0,3.0,1.0,1.0,59.992,0.1349407434463501
3.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.022641992196440697
3.0,1.0,4.0,65.99,1.0,15.0,0.0,0.0,0.0,0.21654902398586273
1.0,1.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,0.00665790680795908
1.0,1.0,1.0,61.49,6.0,15.0,0.0,0.0,0.0,0.005263023544102907
1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.11191914230585098
2.0,0.0,1.0,61.99,1.0,2.0,1.0,0.0,0.0,0.13342304527759552
2.0,1.0,5.0,75.99,0.0,13.0,0.0,0.0,0.0,0.24529972672462463
2.0,1.0,2.0,56.49,4.0,19.0,0.0,0.0,0.0,0.0264548659324646
1.0,1.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.017036596313118935
3.0,0.0,0.0,0.0,5.0,18.0,1.0,0.0,0.0,0.12473399937152863
1.0,1.0,2.0,74.99,6.0,17.0,0.0,0.0,0.0,0.008318523876369
3.0,1.0,1.0,62.49,4.0,20.0,0.0,0.0,0.0,0.028113530948758125
3.0,1.0,0.0,0.0,7.0,4.0,1.0,0.0,0.0,0.052896782755851746
3.0,0.0,1.0,49.99,0.0,20.0,0.0,0.0,0.0,0.09467096626758575
3.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.21794389188289642
1.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.021006997674703598
1.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.009091457352042198
2.0,1.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.029125215485692024
1.0,0.0,5.0,113.98,5.0,7.0,0.0,0.0,0.0,0.0453149676322937
3.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.04973435774445534
3.0,0.0,1.0,145.98,5.0,12.0,1.0,0.0,0.0,0.09136931598186493
3.0,1.0,3.0,64.99,2.0,14.0,0.0,0.0,0.0,0.11385883390903473
1.0,0.0,11.0,71.49,2.0,11.0,1.0,1.0,71.49,0.9239333271980286
1.0,0.0,0.0,0.0,7.0,20.0,0.0,0.0,0.0,0.006726320367306471
1.0,1.0,2.0,64.99,2.0,9.0,1.0,0.0,0.0,0.11430954188108444
1.0,0.0,2.0,64.99,1.0,15.0,0.0,0.0,0.0,0.03775974363088608
3.0,1.0,1.0,63.99,6.0,15.0,0.0,0.0,0.0,0.015961594879627228
1.0,1.0,0.0,0.0,3.0,19.0,1.0,0.0,0.0,0.07775040715932846
4.0,1.0,1.0,65.49,4.0,21.0,0.0,0.0,0.0,0.04820701479911804
1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.007414361461997032
1.0,0.0,2.0,133.98,3.0,19.0,0.0,0.0,0.0,0.018653953447937965
1.0,1.0,1.0,58.49,0.0,1.0,0.0,0.0,0.0,0.025235584005713463
3.0,0.0,4.0,63.99,1.0,19.0,0.0,0.0,0.0,0.24791523814201355
2.0,1.0,3.0,54.49,7.0,20.0,1.0,1.0,43.592,0.1927376091480255
2.0,0.0,5.0,55.49,1.0,22.0,1.0,0.0,0.0,0.5828122496604919
3.0,1.0,3.0,148.98,2.0,20.0,0.0,0.0,0.0,0.09451038390398026
