id,channel_acq,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart,minority,non_male,state
Next_2994,1,3,133.98,2,14,1,0,1,5
Next_2995,4,4,55.99,4,17,1,0,1,3
Next_2996,1,10,115.98,6,2,0,1,0,7
Next_2997,1,1,200.97,4,7,0,1,0,3
Next_2998,1,4,110.98,2,17,0,0,1,4
Next_2999,2,3,48.49,3,7,1,0,0,4
Next_3000,3,1,64.49,5,4,0,0,0,6
Next_3001,2,5,97.98,5,19,1,0,0,4
Next_3002,1,0,0,0,16,1,1,1,3
Next_3003,3,4,48.99,7,18,0,0,1,6
Next_3004,1,6,57.99,0,19,0,1,1,7
Next_3005,3,2,134.97,6,27,0,0,1,3
Next_3006,1,0,0,5,22,0,1,1,3
Next_3007,3,0,0,4,5,1,0,1,3
Next_3008,1,2,62.49,2,15,0,0,1,1
Next_3009,3,3,58.99,0,25,0,0,1,1
Next_3010,2,2,105.98,6,2,0,1,0,3
Next_3011,1,0,0,1,20,0,0,1,9
Next_3012,3,2,67.99,4,12,1,1,1,7
Next_3013,3,4,136.98,2,5,0,0,0,2
Next_3014,3,0,0,5,11,0,0,1,3
Next_3015,1,1,125.98,2,18,0,0,1,2
Next_3016,3,0,0,6,18,0,0,1,2
Next_3017,4,4,54.49,2,14,0,0,1,2
Next_3018,3,0,0,1,1,1,1,0,3
Next_3019,1,4,196.47,1,6,1,0,0,3
Next_3020,2,0,0,0,17,1,0,0,4
Next_3021,1,0,0,5,14,0,1,1,3
Next_3022,1,1,279.96,4,10,1,1,0,7
Next_3023,1,2,58.99,1,15,0,0,0,3
Next_3024,1,0,0,7,20,0,0,1,2
Next_3025,3,0,0,6,8,0,0,0,1
Next_3026,3,3,71.99,7,9,0,0,1,3
Next_3027,4,0,0,7,22,0,0,1,9
Next_3028,4,1,136.98,3,13,0,0,1,8
Next_3029,1,1,60.99,2,15,0,1,1,10
Next_3030,3,3,72.99,5,21,0,0,1,6
Next_3031,3,0,0,1,17,0,0,1,5
Next_3032,1,3,67.49,1,17,0,0,1,8
Next_3033,3,6,66.99,6,13,0,0,1,4
Next_3034,1,1,107.98,0,9,1,0,0,4
Next_3035,1,3,121.98,6,11,1,0,0,2
Next_3036,2,1,70.49,1,12,0,0,0,1
Next_3037,3,1,63.99,1,4,1,0,0,5
Next_3038,1,1,211.47,3,11,1,1,0,3
Next_3039,2,3,145.98,0,20,0,0,1,2
Next_3040,2,0,0,1,3,1,0,1,8
Next_3041,2,3,71.99,4,13,0,0,1,6
Next_3042,3,0,0,7,21,0,0,1,2
Next_3043,3,0,0,5,13,0,0,1,4
Next_3044,3,1,75.49,2,10,0,0,0,4
Next_3045,3,1,161.97,1,18,0,0,1,4
Next_3046,1,0,0,0,19,0,1,1,7
Next_3047,1,1,72.99,4,1,0,1,0,3
Next_3048,2,1,179.97,1,12,1,0,0,7
Next_3049,3,3,68.99,7,24,0,0,1,2
Next_3050,1,6,68.99,2,13,0,0,0,1
Next_3051,1,1,53.99,0,18,0,1,0,3
Next_3052,2,0,0,4,4,1,0,0,3
Next_3053,1,2,91.49,2,26,0,1,1,3
Next_3054,3,1,153.98,4,6,0,0,0,2
Next_3055,3,0,0,0,17,0,0,1,7
Next_3056,1,1,151.98,3,16,0,0,1,1
Next_3057,3,0,0,4,7,0,0,0,6
Next_3058,2,0,0,4,10,0,0,0,6
Next_3059,1,0,0,0,12,0,0,1,2
Next_3060,1,0,0,7,17,1,1,0,3
Next_3061,3,3,59.99,3,14,0,0,0,3
Next_3062,1,4,54.99,4,13,1,0,0,2
Next_3063,3,0,0,7,13,0,0,1,9
Next_3064,3,3,48.49,4,15,0,0,1,1
Next_3065,1,0,0,1,1,0,0,0,7
Next_3066,1,0,0,2,14,0,0,1,1
Next_3067,1,4,77.99,1,19,1,0,1,9
Next_3068,1,6,68.99,3,4,0,0,0,1
Next_3069,3,0,0,5,22,0,0,1,3
Next_3070,2,2,55.49,5,18,0,0,1,4
Next_3071,3,0,0,2,3,0,0,0,7
Next_3072,1,2,50.49,0,10,0,0,0,2
Next_3073,1,3,267.96,1,17,0,0,1,2
Next_3074,1,2,59.99,4,18,1,1,0,7
Next_3075,3,0,0,1,13,0,0,0,1
Next_3076,2,1,60.99,7,17,0,0,0,4
Next_3077,2,1,62.49,1,17,1,0,0,1
Next_3078,3,0,0,4,4,1,0,0,3
Next_3079,1,2,71.99,0,14,0,0,1,8
Next_3080,1,6,110.98,2,8,0,1,0,10
Next_3081,2,1,71.99,4,16,1,0,0,1
Next_3082,4,0,0,6,12,0,0,1,2
Next_3083,3,4,107.98,1,17,0,0,1,5
Next_3084,1,0,0,1,12,1,0,0,1
Next_3085,1,2,143.97,2,12,0,0,0,1
Next_3086,4,0,0,4,4,0,0,0,8
Next_3087,1,2,73.99,7,16,1,0,0,8
Next_3088,1,0,0,4,4,1,1,0,7
Next_3089,3,0,0,1,26,1,0,1,1
Next_3090,1,3,72.49,4,12,0,0,1,8
Next_3091,3,15,70.99,3,19,0,0,1,3
Next_3092,1,2,45.99,6,1,1,1,0,3
Next_3093,3,0,0,4,15,0,0,1,6
Next_3094,2,3,63.99,6,1,0,0,0,2
Next_3095,2,0,0,5,15,1,0,1,2
Next_3096,3,0,0,1,10,1,0,0,5
Next_3097,1,0,0,3,20,0,1,0,3
Next_3098,1,0,0,0,28,1,0,1,8
Next_3099,2,3,41.99,1,17,0,0,1,1
Next_3100,1,0,0,6,13,1,1,1,7
Next_3101,1,1,157.98,6,18,0,1,1,3
Next_3102,3,2,67.99,0,11,0,1,1,3
Next_3103,1,0,0,1,18,0,1,1,10
Next_3104,1,3,65.99,1,13,0,1,0,10
Next_3105,1,0,0,4,21,1,1,1,3
Next_3106,3,2,66.99,4,23,1,0,1,5
Next_3107,1,2,132.98,0,13,0,0,0,3
Next_3108,2,3,131.98,7,15,0,0,1,5
Next_3109,3,1,75.99,3,23,0,0,1,8
Next_3110,1,1,55.99,3,9,0,0,1,4
Next_3111,5,0,0,2,20,0,0,1,4
Next_3112,3,4,62.99,1,23,0,0,1,1
Next_3113,1,0,0,5,26,0,0,1,5
Next_3114,3,3,57.49,7,21,0,0,1,3
Next_3115,1,0,0,0,5,0,0,0,2
Next_3116,1,1,65.99,1,3,1,1,0,7
Next_3117,2,1,63.99,2,16,0,0,1,7
Next_3118,3,13,66.49,0,7,0,0,1,6
Next_3119,3,1,64.99,5,19,0,1,1,7
Next_3120,3,1,54.49,1,1,0,0,0,2
Next_3121,3,2,123.98,2,8,0,0,0,9
Next_3122,3,8,78.99,5,26,0,0,1,3
Next_3123,3,0,0,7,16,1,0,0,2
Next_3124,1,0,0,4,9,1,1,0,7
Next_3125,2,0,0,0,8,0,0,0,4
Next_3126,3,5,63.99,1,16,1,0,1,1
Next_3127,1,2,73.99,1,26,0,0,1,3
Next_3128,2,1,54.99,1,12,1,0,0,3
Next_3129,1,0,0,0,12,0,1,0,7
Next_3130,3,1,49.99,1,13,0,1,1,3
Next_3131,1,0,0,4,13,0,0,1,9
Next_3132,2,3,54.49,2,8,0,0,0,8
Next_3133,2,1,56.49,4,15,0,0,1,3
Next_3134,1,2,50.99,0,4,1,0,0,3
Next_3135,3,2,121.98,1,19,0,0,1,9
Next_3136,3,4,69.49,4,18,0,0,1,6
Next_3137,2,2,67.49,0,29,0,0,1,2
Next_3138,1,1,35.49,7,26,0,0,1,5
Next_3139,3,1,56.99,6,19,0,0,1,5
Next_3140,1,0,0,0,6,0,0,0,5
Next_3141,1,2,67.49,6,17,0,1,1,3
Next_3142,5,1,72.99,0,10,0,0,0,2
Next_3143,3,2,66.99,2,16,0,1,1,3
Next_3144,3,1,58.49,4,16,1,0,0,6
Next_3145,4,0,0,6,5,1,0,0,2
Next_3146,3,0,0,0,26,0,0,1,1
Next_3147,2,3,59.99,4,12,1,0,0,6
Next_3148,4,1,182.97,0,16,0,0,1,5
Next_3149,1,0,0,6,6,1,1,0,10
Next_3150,3,0,0,0,23,0,0,1,3
Next_3151,1,3,50.99,1,14,0,0,1,2
Next_3152,3,3,63.49,6,18,0,0,1,1
Next_3153,5,0,0,4,15,0,0,0,2
Next_3154,2,4,63.99,1,15,1,0,1,1
Next_3155,1,1,67.49,0,20,0,1,1,3
Next_3156,3,15,62.49,1,11,0,0,0,3
Next_3157,3,0,0,1,13,0,0,1,7
Next_3158,1,0,0,6,12,0,1,0,3
Next_3159,3,4,65.49,7,12,1,0,1,5
Next_3160,3,0,0,2,23,0,0,1,4
Next_3161,1,0,0,4,15,0,0,1,5
Next_3162,5,3,45.99,1,13,0,0,1,1
Next_3163,2,2,141.98,6,18,0,0,1,1
Next_3164,2,2,60.99,5,10,1,0,0,1
Next_3165,2,3,109.98,3,2,0,0,0,8
Next_3166,1,1,42.49,5,20,0,0,1,2
Next_3167,3,1,67.49,5,23,0,0,1,2
Next_3168,2,1,214.47,4,2,0,0,0,7
Next_3169,3,1,62.49,1,1,1,0,0,4
Next_3170,2,1,66.99,2,28,0,0,1,3
Next_3171,2,0,0,0,22,0,1,1,7
Next_3172,3,5,58.99,5,18,0,0,1,2
Next_3173,3,2,218.97,0,17,0,0,1,9
Next_3174,3,0,0,6,26,0,0,1,1
Next_3175,3,2,219.96,1,15,0,0,1,3
Next_3176,2,1,55.49,0,7,0,0,0,1
Next_3177,1,5,115.98,0,5,0,0,0,5
Next_3178,3,1,118.98,2,12,0,0,1,4
Next_3179,2,1,54.99,1,18,1,0,1,2
Next_3180,5,3,82.99,6,22,0,0,1,3
Next_3181,3,0,0,4,20,1,0,1,1
Next_3182,3,2,55.49,1,17,1,0,0,4
Next_3183,2,1,73.99,7,18,0,0,1,3
Next_3184,1,0,0,4,20,0,0,1,4
Next_3185,1,1,75.49,0,9,0,0,1,3
Next_3186,1,4,58.99,2,17,0,0,1,5
Next_3187,2,0,0,0,7,0,0,0,3
Next_3188,1,1,54.99,5,1,1,0,0,1
Next_3189,2,3,166.98,4,16,0,0,1,8
Next_3190,3,1,71.99,0,11,1,0,0,7
Next_3191,1,10,57.49,0,17,0,1,1,7
Next_3192,1,1,107.98,3,16,1,1,1,3
Next_3193,2,0,0,1,22,0,0,1,6
Next_3194,3,6,69.49,5,1,0,0,0,5
Next_3195,3,3,45.49,1,18,0,0,1,4
Next_3196,3,1,63.99,6,15,1,0,1,6
Next_3197,1,4,70.49,1,22,0,1,1,3
Next_3198,2,1,62.49,4,32,0,1,1,7
Next_3199,1,1,57.99,1,24,0,0,1,9
Next_3200,3,3,73.49,7,22,0,0,1,2
Next_3201,3,0,0,7,20,0,0,1,1
Next_3202,2,0,0,1,14,0,0,1,1
Next_3203,3,3,63.49,5,17,1,0,1,6
Next_3204,3,3,63.99,7,16,1,0,1,5
Next_3205,1,1,121.98,5,11,0,0,1,4
Next_3206,4,4,69.49,3,13,0,0,1,2
Next_3207,2,8,65.99,5,21,0,0,1,4
Next_3208,2,2,59.99,4,20,0,0,1,1
Next_3209,1,0,0,2,9,0,0,0,8
Next_3210,2,3,97.98,5,19,0,0,1,4
Next_3211,3,1,140.98,4,16,1,0,1,4
Next_3212,1,0,0,6,16,1,0,1,4
Next_3213,3,2,200.97,1,15,0,0,1,1
Next_3214,4,2,166.47,1,24,0,0,1,2
Next_3215,1,1,63.99,0,4,1,0,0,1
Next_3216,4,0,0,3,3,1,0,0,4
Next_3217,5,1,134.98,1,5,1,0,0,4
Next_3218,2,1,70.49,2,3,0,0,0,1
Next_3219,1,1,202.47,7,15,0,0,1,6
Next_3220,1,6,52.99,0,22,0,0,1,5
Next_3221,2,2,52.49,4,8,1,0,0,2
Next_3222,3,1,69.49,7,1,0,0,0,8
Next_3223,1,4,143.98,2,21,1,0,1,4
Next_3224,1,1,71.49,0,19,1,0,1,1
Next_3225,3,1,61.99,2,23,0,0,1,2
Next_3226,3,2,69.99,4,14,1,0,0,5
Next_3227,3,5,72.49,5,12,0,0,1,1
Next_3228,1,0,0,0,6,0,0,1,3
Next_3229,3,0,0,1,5,0,0,0,4
Next_3230,3,5,65.49,1,20,0,0,1,3
Next_3231,3,0,0,2,2,1,0,0,3
Next_3232,3,0,0,6,17,0,0,1,9
Next_3233,1,6,131.98,2,24,0,1,1,3
Next_3234,1,0,0,2,10,1,0,0,7
Next_3235,3,2,69.99,5,31,0,0,1,7
Next_3236,2,3,163.98,0,29,0,0,1,6
Next_3237,3,2,73.99,2,4,0,0,0,10
Next_3238,1,3,47.49,3,5,0,0,0,5
Next_3239,3,0,0,4,16,1,0,1,6
Next_3240,3,2,199.47,3,13,0,0,0,6
Next_3241,1,6,261.96,3,23,0,1,1,7
Next_3242,2,0,0,6,24,0,0,1,6
Next_3243,1,5,64.99,2,25,0,1,1,3
Next_3244,3,0,0,3,21,0,0,1,5
Next_3245,3,2,63.49,0,1,1,0,0,1
Next_3246,3,2,65.99,7,22,0,0,1,3
Next_3247,1,0,0,3,4,1,0,0,1
Next_3248,3,3,62.99,4,15,0,1,1,3
Next_3249,1,5,137.98,4,22,1,1,1,3
Next_3250,5,1,67.49,3,21,1,0,1,9
Next_3251,1,0,0,7,18,0,1,1,10
Next_3252,3,3,59.99,5,13,1,0,0,3
Next_3253,3,2,45.49,4,14,0,0,1,3
Next_3254,3,0,0,2,14,0,0,1,4
Next_3255,1,0,0,3,9,0,1,0,3
Next_3256,3,4,119.98,5,27,1,0,1,8
Next_3257,1,1,121.98,2,3,0,0,0,8
Next_3258,1,2,73.99,0,6,0,1,0,7
Next_3259,1,3,52.99,5,3,0,0,0,1
Next_3260,2,1,43.99,4,16,0,0,1,4
Next_3261,1,0,0,3,23,1,1,1,7
Next_3262,1,2,68.49,5,18,0,0,0,5
Next_3263,1,0,0,2,13,1,0,0,1
Next_3264,3,1,77.49,0,22,0,0,1,5
Next_3265,2,2,61.49,6,17,0,0,0,9
Next_3266,1,3,73.99,3,13,1,1,0,7
Next_3267,2,2,63.49,1,18,0,0,1,1
Next_3268,3,0,0,0,13,0,0,0,4
Next_3269,3,2,146.97,4,12,1,1,1,7
Next_3270,2,2,77.99,4,25,0,0,1,2
Next_3271,2,0,0,6,27,0,0,1,6
Next_3272,3,6,54.49,2,16,0,0,1,6
Next_3273,1,2,68.99,4,5,0,1,0,3
Next_3274,2,1,115.98,4,5,0,0,1,5
Next_3275,1,3,52.99,4,26,0,1,1,3
Next_3276,1,4,91.98,0,17,1,1,0,7
Next_3277,3,3,54.99,5,23,1,0,1,1
Next_3278,1,1,151.98,4,12,1,1,1,3
Next_3279,3,3,63.49,5,14,0,0,1,1
Next_3280,1,3,48.49,2,26,0,1,1,7
Next_3281,1,1,52.49,4,14,1,1,0,3
Next_3282,1,0,0,1,10,1,1,0,3
Next_3283,2,0,0,6,3,0,0,0,7
Next_3284,2,3,65.99,5,17,0,0,0,4
Next_3285,3,4,45.99,2,23,1,0,1,4
Next_3286,2,2,130.98,0,20,0,1,1,3
Next_3287,3,3,55.99,4,16,1,1,1,10
Next_3288,3,6,67.49,0,19,1,0,1,2
Next_3289,1,0,0,1,12,0,1,0,3
Next_3290,3,2,127.98,4,16,1,0,1,4
Next_3291,1,0,0,6,3,1,1,0,3
Next_3292,2,0,0,5,4,0,0,0,1
Next_3293,1,1,42.99,0,4,0,1,0,3
Next_3294,4,3,60.99,7,13,1,0,1,9
Next_3295,3,1,60.99,1,13,0,0,1,4
Next_3296,2,3,194.97,1,7,0,0,0,2
Next_3297,1,0,0,1,22,0,0,1,6
Next_3298,3,14,111.98,1,9,1,0,0,5
Next_3299,3,0,0,5,15,0,0,0,2
Next_3300,2,2,124.98,1,15,0,0,1,4
Next_3301,1,0,0,5,11,0,0,0,4
Next_3302,2,1,199.47,6,13,0,0,1,3
Next_3303,1,1,58.99,3,6,0,1,0,3
Next_3304,3,5,60.99,3,15,0,0,0,2
Next_3305,2,3,65.99,0,13,0,0,1,6
Next_3306,5,6,119.98,1,11,0,0,0,4
Next_3307,1,2,67.49,2,20,0,0,1,3
Next_3308,2,1,72.99,0,17,1,0,0,10
Next_3309,2,0,0,1,16,0,0,1,2
Next_3310,3,0,0,3,19,1,0,0,9
Next_3311,1,11,98.98,0,26,0,1,1,7
Next_3312,2,2,66.49,2,9,0,0,0,3
Next_3313,3,5,75.99,2,17,0,0,1,3
Next_3314,2,2,59.49,1,6,0,0,0,2
Next_3315,1,1,214.47,3,4,0,1,0,7
Next_3316,1,0,0,6,24,0,0,1,1
Next_3317,1,0,0,1,1,0,0,0,2
Next_3318,2,5,67.99,1,1,0,0,0,5
Next_3319,2,4,215.97,1,19,0,0,1,5
Next_3320,1,11,125.97,1,10,0,0,1,4
Next_3321,1,0,0,2,6,0,1,0,7
Next_3322,3,1,57.99,0,11,1,0,1,1
Next_3323,1,3,67.99,4,13,0,1,0,10
Next_3324,2,1,121.98,3,4,0,0,0,2
Next_3325,3,5,53.49,7,16,0,0,1,7
Next_3326,3,3,236.97,5,23,0,0,1,2
Next_3327,1,1,56.99,7,17,0,0,1,8
Next_3328,1,1,66.99,7,5,0,0,1,4
Next_3329,3,7,99.98,3,18,1,0,1,1
Next_3330,1,2,52.49,7,21,0,1,1,10
Next_3331,1,1,54.99,4,7,0,1,1,10
Next_3332,1,1,68.49,4,2,1,0,0,2
Next_3333,1,2,114.98,7,14,0,0,0,1
Next_3334,3,0,0,1,18,0,0,1,7
Next_3335,1,1,199.47,3,17,0,1,1,7
Next_3336,5,0,0,5,2,0,0,0,2
Next_3337,1,2,60.99,1,13,1,1,0,3
Next_3338,1,5,65.99,5,25,0,1,1,3
Next_3339,3,6,130.98,3,9,0,0,0,5
Next_3340,2,3,142.98,0,16,1,0,0,7
Next_3341,1,5,47.99,1,20,0,1,1,3
Next_3342,3,1,62.49,4,18,0,0,1,6
Next_3343,3,0,0,7,14,0,0,1,4
Next_3344,2,0,0,5,20,0,0,1,4
Next_3345,2,0,0,5,31,0,0,1,6
Next_3346,1,9,72.99,1,16,0,0,1,6
Next_3347,1,4,54.49,2,27,0,1,1,7
Next_3348,2,0,0,0,18,0,1,0,3
Next_3349,1,0,0,6,16,0,1,1,10
Next_3350,1,0,0,1,2,1,0,0,3
Next_3351,3,0,0,4,17,0,0,1,6
Next_3352,3,2,51.49,4,10,0,0,1,8
Next_3353,3,7,121.98,6,16,1,0,0,1
Next_3354,3,0,0,2,15,0,0,1,5
Next_3355,3,1,74.99,3,11,0,0,1,3
Next_3356,1,0,0,1,13,0,0,1,2
Next_3357,1,1,62.99,3,5,1,0,0,6
Next_3358,3,0,0,0,23,0,0,1,5
Next_3359,1,2,56.99,0,25,0,1,1,7
Next_3360,1,4,67.99,1,27,0,0,1,9
Next_3361,2,0,0,5,14,0,0,1,5
Next_3362,1,4,40.99,3,12,0,0,0,8
Next_3363,3,2,51.49,5,24,0,0,1,1
Next_3364,4,0,0,1,15,0,0,1,7
Next_3365,2,0,0,5,14,0,0,1,9
Next_3366,1,0,0,4,24,0,1,1,10
Next_3367,3,1,71.49,1,16,0,0,1,10
Next_3368,5,3,48.99,0,6,1,0,0,7
Next_3369,3,0,0,2,16,0,0,1,2
Next_3370,1,2,60.99,1,17,1,1,0,7
Next_3371,2,0,0,3,25,1,0,1,2
Next_3372,2,1,68.49,5,20,1,0,1,1
Next_3373,3,1,104.98,4,20,0,0,1,5
Next_3374,2,0,0,3,24,0,0,1,2
Next_3375,4,14,67.99,7,12,1,0,1,1
Next_3376,1,0,0,2,5,1,0,0,5
Next_3377,3,0,0,1,15,1,1,1,7
Next_3378,3,8,66.99,7,15,1,0,1,4
Next_3379,2,0,0,5,18,0,0,1,2
Next_3380,1,1,64.99,1,15,0,1,0,3
Next_3381,1,1,73.99,4,3,0,0,0,2
Next_3382,1,0,0,1,12,1,0,0,2
Next_3383,3,0,0,5,3,1,0,1,2
Next_3384,1,11,67.49,4,8,1,1,0,3
Next_3385,5,2,38.99,6,4,1,0,0,8
Next_3386,1,1,52.99,3,18,0,1,0,3
Next_3387,1,0,0,1,20,0,1,1,3
Next_3388,1,0,0,5,21,0,1,1,7
Next_3389,2,1,285.96,4,9,1,0,0,3
Next_3390,2,1,57.99,2,11,0,0,1,1
Next_3391,1,2,52.99,5,19,0,1,1,3
Next_3392,2,1,152.98,2,17,0,0,1,2
Next_3393,3,7,236.97,0,17,1,0,1,2
Next_3394,2,2,76.99,4,22,0,0,0,4
Next_3395,1,3,68.99,4,9,0,1,1,10
Next_3396,1,1,55.99,7,8,1,0,0,2
Next_3397,3,0,0,4,13,0,0,1,5
Next_3398,1,1,108.98,4,15,0,0,1,6
Next_3399,2,4,267.96,5,8,0,0,0,1
Next_3400,2,2,62.99,5,2,1,1,0,7
Next_3401,3,1,52.99,5,25,0,0,1,4
Next_3402,1,0,0,6,24,0,0,1,8
Next_3403,1,3,61.99,2,10,1,0,0,7
Next_3404,1,17,165.98,4,17,0,0,1,5
Next_3405,3,3,65.49,0,26,0,0,1,6
Next_3406,1,0,0,4,9,1,1,0,7
Next_3407,1,1,56.99,1,22,0,0,1,6
Next_3408,3,1,188.97,0,16,1,0,0,6
Next_3409,1,5,67.49,0,9,0,0,0,2
Next_3410,2,7,109.98,6,9,0,0,0,3
Next_3411,1,2,56.49,5,18,1,0,1,5
Next_3412,1,4,111.98,2,24,1,1,1,3
Next_3413,1,0,0,0,1,0,0,0,3
Next_3414,1,1,182.97,5,13,0,0,0,2
Next_3415,3,0,0,1,13,0,0,1,10
Next_3416,1,5,58.49,7,10,0,1,1,7
Next_3417,1,2,69.99,5,10,0,0,1,10
Next_3418,3,1,78.99,0,1,0,0,0,4
Next_3419,1,0,0,7,9,1,0,0,2
Next_3420,2,0,0,7,16,0,0,1,6
Next_3421,2,3,93.98,7,5,0,0,0,4
Next_3422,3,5,80.49,0,19,1,0,1,1
Next_3423,3,0,0,6,15,0,0,1,4
Next_3424,3,7,66.99,1,12,1,0,1,6
Next_3425,2,3,155.98,1,1,0,0,0,5
Next_3426,1,1,49.49,0,13,0,0,1,7
Next_3427,3,2,126.98,2,13,1,0,1,2
Next_3428,3,0,0,5,18,0,0,1,5
Next_3429,5,6,63.49,2,7,1,0,0,2
Next_3430,3,3,45.99,7,20,0,0,1,7
Next_3431,4,1,62.49,5,27,0,0,1,1
Next_3432,3,2,60.99,3,12,0,0,1,5
Next_3433,1,0,0,1,1,0,0,0,1
Next_3434,3,1,67.99,5,26,1,0,1,2
Next_3435,1,2,61.99,1,14,1,1,0,7
Next_3436,3,2,73.49,7,25,0,0,1,10
Next_3437,3,0,0,1,10,0,0,1,3
Next_3438,5,9,124.98,6,21,0,0,1,5
Next_3439,1,2,53.99,5,15,0,0,0,7
Next_3440,1,1,58.49,5,15,0,0,1,7
Next_3441,3,0,0,0,23,0,0,1,2
Next_3442,1,3,59.99,2,6,1,0,0,1
Next_3443,1,6,82.99,5,8,0,1,0,7
Next_3444,1,0,0,6,11,1,0,0,4
Next_3445,3,0,0,2,28,0,0,1,4
Next_3446,1,0,0,2,16,0,0,1,2
Next_3447,1,0,0,5,13,1,0,0,5
Next_3448,1,0,0,1,29,0,0,1,7
Next_3449,3,0,0,3,12,0,0,1,9
Next_3450,3,0,0,2,12,0,0,1,5
Next_3451,2,3,55.99,5,3,0,0,0,3
Next_3452,3,0,0,1,21,0,0,1,3
Next_3453,3,10,61.99,5,23,0,1,1,3
Next_3454,2,0,0,5,9,0,0,1,1
Next_3455,2,2,123.98,5,4,0,0,0,7
Next_3456,3,0,0,4,15,0,0,1,1
Next_3457,1,2,52.99,1,18,0,0,1,7
Next_3458,4,0,0,6,5,0,0,0,1
Next_3459,1,1,69.99,0,23,0,0,1,4
Next_3460,1,0,0,0,21,1,0,1,5
Next_3461,2,6,253.96,6,2,1,0,0,4
Next_3462,1,1,59.99,5,19,1,0,1,2
Next_3463,2,2,64.49,1,15,0,0,0,2
Next_3464,3,0,0,2,8,1,0,0,7
Next_3465,1,1,128.98,6,11,0,0,0,3
Next_3466,3,0,0,5,17,0,0,1,5
Next_3467,2,1,93.98,3,16,0,0,1,8
Next_3468,1,0,0,5,21,0,0,1,5
Next_3469,1,1,101.98,3,19,0,1,1,3
Next_3470,2,0,0,2,15,0,0,1,4
Next_3471,1,0,0,6,3,0,0,0,4
Next_3472,2,6,60.99,1,11,0,0,1,1
Next_3473,3,2,125.98,5,13,0,0,1,5
Next_3474,3,2,55.99,7,17,0,0,1,4
Next_3475,3,0,0,3,15,1,0,1,3
Next_3476,3,9,152.97,1,15,0,0,1,4
Next_3477,2,1,57.49,2,3,0,0,0,2
Next_3478,2,4,65.49,2,15,0,0,1,4
Next_3479,1,1,69.49,1,15,0,1,1,3
Next_3480,1,1,70.99,5,18,0,0,1,4
Next_3481,2,3,119.98,4,24,0,0,1,3
Next_3482,5,11,66.99,5,20,0,0,1,5
Next_3483,2,2,185.97,2,10,0,0,0,5
Next_3484,2,1,95.98,6,3,1,0,0,2
Next_3485,1,0,0,5,13,1,0,0,1
Next_3486,1,2,45.49,6,6,0,0,0,1
Next_3487,3,1,127.98,4,18,0,0,1,2
Next_3488,1,0,0,2,15,0,1,1,3
Next_3489,1,0,0,4,6,0,0,0,1
Next_3490,3,1,63.99,5,5,0,0,1,4
Next_3491,4,1,70.49,1,1,0,0,0,4
Next_3492,1,0,0,1,19,0,0,1,7
Next_3493,1,0,0,6,3,0,1,1,7
Next_3494,3,0,0,6,8,0,0,1,2
Next_3495,2,0,0,0,21,0,0,1,3
Next_3496,3,1,70.99,5,13,0,0,0,1
Next_3497,5,0,0,3,4,0,0,0,7
Next_3498,1,0,0,3,14,0,0,1,4
Next_3499,1,3,56.99,1,20,0,1,1,3
Next_3500,4,0,0,1,1,1,0,0,3
Next_3501,3,4,124.47,5,5,0,0,0,1
Next_3502,1,0,0,5,12,1,0,0,9
Next_3503,3,0,0,5,19,0,0,1,4
Next_3504,3,0,0,0,13,0,0,0,3
Next_3505,1,1,51.49,3,14,0,0,1,2
Next_3506,3,9,73.99,4,8,1,0,0,1
Next_3507,1,0,0,2,22,0,1,0,3
Next_3508,3,1,95.98,7,11,0,0,1,4
Next_3509,3,1,71.99,2,10,0,0,0,3
Next_3510,3,0,0,4,23,0,0,1,8
Next_3511,1,2,167.97,2,3,1,0,0,8
Next_3512,2,3,295.96,0,22,0,0,1,2
Next_3513,3,1,51.99,2,14,0,0,1,5
Next_3514,1,3,75.99,1,14,0,0,1,4
Next_3515,1,3,43.99,1,20,1,1,1,7
Next_3516,2,3,153.98,1,1,0,0,0,5
Next_3517,3,4,69.99,5,12,0,0,1,3
Next_3518,2,2,203.97,4,18,0,0,1,3
Next_3519,3,6,59.49,2,17,1,0,1,3
Next_3520,1,0,0,4,19,0,1,1,3
Next_3521,2,3,61.99,1,4,1,0,0,2
Next_3522,2,0,0,4,3,1,0,0,5
Next_3523,2,0,0,4,4,1,0,0,3
Next_3524,3,2,60.99,4,12,0,0,1,1
Next_3525,1,3,72.49,4,15,1,0,0,5
Next_3526,2,3,57.99,4,3,0,0,0,6
Next_3527,3,0,0,0,28,0,0,1,4
Next_3528,1,4,230.97,0,14,0,0,0,1
Next_3529,2,0,0,6,7,1,0,0,2
Next_3530,1,0,0,0,17,0,1,1,3
Next_3531,1,3,105.98,4,7,0,0,0,2
Next_3532,3,0,0,4,2,0,0,1,2
Next_3533,1,0,0,6,17,0,1,1,10
Next_3534,5,0,0,6,22,0,0,1,2
Next_3535,2,9,59.99,4,16,1,0,1,4
Next_3536,1,8,173.97,6,8,1,0,0,4
Next_3537,1,3,137.97,1,21,0,0,1,3
Next_3538,3,3,153.98,6,9,0,0,1,2
Next_3539,5,9,165.98,4,13,0,0,0,6
Next_3540,4,0,0,4,19,0,0,1,4
Next_3541,1,2,219.96,2,8,1,0,0,3
Next_3542,3,2,57.99,5,18,0,0,1,2
Next_3543,3,1,68.99,0,16,0,0,1,2
