id,trans_after,revenue_after,channel_acq,test_coupon,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart
AB_1127,0,0,2,0,1,54.49,5,12,0
AB_1128,0,0,3,1,3,70.99,3,16,0
AB_1129,0,0,1,0,5,95.98,7,19,1
AB_1130,0,0,3,1,0,0,3,26,0
AB_1131,3,149.976,2,1,13,62.49,3,19,0
AB_1132,0,0,1,0,0,0,5,7,1
AB_1133,0,0,1,1,2,163.98,4,28,0
AB_1134,0,0,1,0,2,46.99,4,13,0
AB_1135,0,0,3,0,2,58.99,4,15,0
AB_1136,0,0,1,1,0,0,7,12,1
AB_1137,0,0,2,1,1,71.98,1,2,1
AB_1138,0,0,3,0,2,57.99,0,27,0
AB_1139,0,0,1,1,2,197.97,1,11,0
AB_1140,0,0,2,0,0,0,7,10,1
AB_1141,1,51.99,2,0,5,155.97,0,6,1
AB_1142,0,0,1,0,0,0,2,6,0
AB_1143,0,0,1,1,0,0,4,10,1
AB_1144,0,0,1,0,3,61.49,7,16,0
AB_1145,0,0,1,0,0,0,0,16,0
AB_1146,0,0,2,1,3,101.98,6,4,0
AB_1147,0,0,1,1,0,0,3,16,0
AB_1148,0,0,4,1,7,50.99,4,8,0
AB_1149,0,0,1,1,0,0,5,20,0
AB_1150,0,0,1,0,0,0,3,21,0
AB_1151,0,0,1,0,1,46.99,0,14,0
AB_1152,0,0,2,0,0,0,7,19,0
AB_1153,0,0,1,1,0,0,5,2,0
AB_1154,0,0,2,0,1,64.99,5,23,1
AB_1155,0,0,3,0,0,0,4,3,1
AB_1156,0,0,1,0,1,129.98,1,26,0
AB_1157,0,0,4,1,1,123.98,6,5,0
AB_1158,1,51.192,2,1,2,63.99,5,13,1
AB_1159,0,0,2,0,1,62.49,6,4,0
AB_1160,1,35.992,3,1,3,44.99,1,25,0
AB_1161,1,81.99,3,0,9,81.99,7,19,0
AB_1162,0,0,1,0,0,0,7,9,1
AB_1163,0,0,3,0,2,63.49,7,22,0
AB_1164,0,0,3,1,6,49.49,7,16,0
AB_1165,0,0,3,1,2,62.49,7,15,0
AB_1166,0,0,2,0,3,157.98,2,6,1
AB_1167,0,0,1,0,1,84.98,5,14,1
AB_1168,0,0,2,0,1,38.99,5,19,0
AB_1169,0,0,3,1,2,114.98,5,2,1
AB_1170,0,0,3,1,1,47.99,6,8,1
AB_1171,0,0,1,1,0,0,4,16,0
AB_1172,0,0,2,1,3,63.99,0,1,1
AB_1173,0,0,3,0,3,119.98,0,19,0
AB_1174,0,0,1,0,0,0,2,14,0
AB_1175,0,0,3,1,3,182.97,1,25,0
AB_1176,0,0,3,0,4,66.99,6,14,0
AB_1177,0,0,1,0,0,0,1,3,0
AB_1178,0,0,2,1,0,0,2,13,0
AB_1179,0,0,3,0,0,0,1,19,1
AB_1180,0,0,1,1,12,56.99,7,4,0
AB_1181,0,0,1,1,0,0,6,18,0
AB_1182,0,0,1,1,2,66.99,4,14,0
AB_1183,0,0,1,1,0,0,4,14,0
AB_1184,0,0,3,1,3,111.98,6,21,0
AB_1185,0,0,1,0,1,62.49,6,3,0
AB_1186,0,0,1,1,1,68.49,1,2,0
AB_1187,2,108.784,3,1,2,67.99,3,5,1
AB_1188,0,0,3,0,1,185.97,4,13,0
AB_1189,1,59.592,5,1,2,148.98,0,11,1
AB_1190,0,0,4,0,3,51.99,4,4,0
AB_1191,0,0,1,0,0,0,2,24,0
AB_1192,0,0,3,1,0,0,2,21,0
AB_1193,0,0,3,1,1,74.99,0,2,0
AB_1194,0,0,3,0,4,54.99,2,21,0
AB_1195,0,0,3,1,4,129.98,1,25,0
AB_1196,0,0,1,1,1,129.98,1,21,1
AB_1197,0,0,1,0,4,132.98,0,19,1
AB_1198,0,0,3,0,1,158.97,2,18,0
AB_1199,0,0,1,0,1,72.99,6,4,0
AB_1200,0,0,3,1,0,0,5,15,0
AB_1201,0,0,1,0,1,52.49,7,9,0
AB_1202,0,0,3,1,9,52.99,0,3,1
AB_1203,0,0,1,0,3,80.99,0,10,0
AB_1204,0,0,1,1,1,205.47,4,8,0
AB_1205,1,64.99,3,0,2,64.99,0,23,0
AB_1206,0,0,2,1,2,137.98,7,2,0
AB_1207,0,0,2,1,0,0,1,13,0
AB_1208,1,41.192,2,1,1,51.49,1,9,1
AB_1209,0,0,1,0,1,75.49,5,2,0
AB_1210,0,0,1,1,4,116.98,6,4,0
AB_1211,0,0,3,0,0,0,6,23,0
AB_1212,0,0,1,1,0,0,4,19,0
AB_1213,0,0,1,0,0,0,1,12,1
AB_1214,0,0,1,1,3,121.98,0,17,0
AB_1215,0,0,2,1,0,0,5,17,0
AB_1216,0,0,3,0,3,164.97,1,6,0
AB_1217,0,0,3,1,0,0,2,25,1
AB_1218,1,48.392,2,1,7,60.49,5,4,1
AB_1219,0,0,5,1,0,0,5,24,1
AB_1220,0,0,1,0,2,73.99,0,10,1
AB_1221,0,0,3,0,5,66.49,6,14,0
AB_1222,0,0,3,1,0,0,7,8,0
AB_1223,0,0,3,0,0,0,6,12,0
AB_1224,0,0,3,1,2,78.99,2,20,0
AB_1225,0,0,1,0,1,48.99,7,11,0
AB_1226,0,0,1,1,1,41.49,1,13,0
AB_1227,1,73.99,3,0,1,147.98,0,23,1
AB_1228,0,0,4,1,0,0,6,3,1
AB_1229,0,0,1,1,0,0,3,15,0
AB_1230,0,0,2,0,3,152.97,0,14,0
AB_1231,0,0,1,1,1,128.98,5,21,0
AB_1232,1,46.792,2,1,0,0,0,19,1
AB_1233,0,0,1,1,1,126.98,6,12,0
AB_1234,0,0,3,0,0,0,6,3,0
AB_1235,0,0,2,0,0,0,4,19,0
AB_1236,0,0,1,0,0,0,0,22,0
AB_1237,0,0,3,1,6,67.49,5,28,0
AB_1238,0,0,2,1,0,0,5,25,0
AB_1239,0,0,3,1,0,0,5,16,0
AB_1240,0,0,3,1,5,66.99,4,12,0
AB_1241,0,0,3,0,1,155.97,0,21,0
AB_1242,0,0,1,1,1,53.49,6,22,0
AB_1243,0,0,1,0,6,70.49,0,21,1
AB_1244,0,0,1,0,0,0,0,18,0
AB_1245,2,111.98,1,0,11,55.99,0,16,0
AB_1246,0,0,1,0,0,0,5,3,0
AB_1247,0,0,5,1,1,129.98,4,5,0
AB_1248,0,0,2,1,1,122.98,6,2,1
AB_1249,0,0,5,1,2,42.99,5,11,0
AB_1250,0,0,1,1,5,52.99,6,16,0
AB_1251,0,0,1,0,0,0,4,13,1
AB_1252,1,49.592,3,1,3,61.99,4,31,0
AB_1253,0,0,3,0,1,46.99,0,26,0
AB_1254,0,0,3,0,4,93.98,4,11,0
AB_1255,0,0,4,1,1,57.49,4,14,0
AB_1256,0,0,1,0,1,154.47,3,18,0
AB_1257,0,0,1,1,5,43.49,4,14,1
AB_1258,0,0,1,1,3,108.98,5,11,1
AB_1259,0,0,3,1,0,0,2,10,1
AB_1260,0,0,1,0,5,79.99,1,15,0
AB_1261,1,41.49,3,0,1,82.98,0,9,1
AB_1262,0,0,2,1,5,128.98,7,19,1
AB_1263,0,0,2,0,0,0,3,8,0
AB_1264,0,0,1,1,0,0,5,17,0
AB_1265,0,0,1,1,1,60.99,5,13,0
AB_1266,0,0,2,1,1,56.49,6,20,0
AB_1267,0,0,1,1,0,0,4,6,0
AB_1268,0,0,1,1,1,77.99,7,2,0
AB_1269,0,0,2,0,0,0,3,2,0
AB_1270,0,0,1,0,4,113.98,4,15,1
AB_1271,0,0,3,0,6,54.49,1,17,1
AB_1272,0,0,1,1,2,71.49,3,18,0
AB_1273,0,0,2,1,0,0,0,7,1
AB_1274,0,0,1,1,2,124.98,4,24,0
AB_1275,0,0,1,1,4,141.98,7,4,1
AB_1276,0,0,3,0,2,59.49,6,2,0
AB_1277,0,0,3,0,2,56.49,3,15,0
AB_1278,1,56.49,4,0,4,112.98,1,13,0
AB_1279,0,0,3,0,0,0,2,5,0
AB_1280,0,0,1,1,6,303.96,5,22,0
AB_1281,0,0,3,1,0,0,0,16,0
AB_1282,0,0,2,1,0,0,1,12,0
AB_1283,0,0,1,0,3,113.98,7,10,0
AB_1284,0,0,4,1,2,152.98,5,17,0
AB_1285,0,0,1,0,0,0,0,21,0
AB_1286,0,0,2,0,0,0,0,16,0
AB_1287,0,0,3,0,0,0,2,16,0
AB_1288,0,0,3,0,1,67.49,0,20,0
AB_1289,0,0,3,1,2,115.98,4,1,0
AB_1290,0,0,2,0,0,0,3,14,0
AB_1291,0,0,1,0,8,62.49,2,16,0
AB_1292,0,0,2,0,1,66.99,4,17,0
AB_1293,0,0,1,1,0,0,5,33,0
AB_1294,0,0,1,0,2,141.98,3,7,0
AB_1295,0,0,2,0,0,0,6,19,0
AB_1296,0,0,1,0,8,59.99,5,16,0
AB_1297,1,56.792,3,1,4,70.99,1,5,0
AB_1298,0,0,2,0,0,0,5,8,0
AB_1299,0,0,1,1,1,58.99,1,19,1
AB_1300,0,0,1,1,0,0,2,7,1
AB_1301,0,0,3,0,0,0,0,24,0
AB_1302,0,0,2,0,1,65.99,5,18,0
AB_1303,0,0,2,0,1,59.49,5,10,0
AB_1304,0,0,2,0,1,75.99,5,3,0
AB_1305,0,0,3,1,0,0,0,14,1
AB_1306,0,0,1,0,1,40.49,0,3,1
AB_1307,0,0,1,1,2,79.49,2,7,1
AB_1308,1,68.99,2,0,3,68.99,4,24,0
AB_1309,0,0,1,1,6,281.96,4,8,0
AB_1310,0,0,1,0,5,103.98,4,20,0
AB_1311,0,0,3,0,2,143.98,0,10,1
AB_1312,2,123.98,3,0,3,61.99,1,9,0
AB_1313,1,56.392,2,1,1,70.49,7,11,0
AB_1314,0,0,3,0,0,0,5,23,0
AB_1315,0,0,3,0,3,104.97,0,25,1
AB_1316,0,0,3,0,2,72.99,5,5,0
AB_1317,0,0,1,1,2,78.99,6,9,0
AB_1318,1,63.49,3,0,2,63.49,5,15,1
AB_1319,1,55.192,3,1,0,0,6,3,1
AB_1320,0,0,3,0,0,0,2,5,1
AB_1321,1,61.192,3,1,3,76.49,4,22,0
AB_1322,0,0,3,1,3,53.99,5,26,0
AB_1323,0,0,2,1,0,0,1,26,0
AB_1324,0,0,2,0,0,0,4,8,0
AB_1325,0,0,3,0,2,149.98,3,21,0
AB_1326,0,0,1,1,2,133.98,4,16,0
AB_1327,0,0,1,1,3,211.96,2,15,0
AB_1328,0,0,3,1,0,0,4,20,0
AB_1329,0,0,1,1,7,123.98,7,14,0
AB_1330,0,0,3,0,0,0,4,16,1
AB_1331,0,0,3,0,0,0,0,2,0
AB_1332,0,0,1,0,0,0,3,1,0
AB_1333,0,0,1,1,2,54.49,4,20,1
AB_1334,0,0,3,0,3,74.49,3,14,0
AB_1335,0,0,1,1,3,75.99,2,13,0
AB_1336,0,0,5,1,12,118.98,4,13,0
AB_1337,0,0,1,0,2,63.99,4,7,0
AB_1338,0,0,1,0,0,0,1,19,0
AB_1339,0,0,1,0,0,0,7,19,0
AB_1340,0,0,2,1,2,59.99,3,5,0
AB_1341,0,0,1,1,0,0,0,20,0
AB_1342,0,0,1,0,3,59.49,0,16,1
AB_1343,0,0,2,0,3,46.49,2,13,0
AB_1344,0,0,1,1,2,103.98,1,22,0
AB_1345,0,0,1,1,3,70.99,3,3,0
AB_1346,0,0,3,0,1,68.99,5,21,0
AB_1347,0,0,1,1,0,0,0,10,0
AB_1348,0,0,2,0,0,0,6,16,0
AB_1349,1,42.392,2,1,1,52.99,4,5,1
AB_1350,1,68.99,3,0,6,206.97,1,4,0
AB_1351,0,0,1,1,2,62.99,7,13,1
AB_1352,0,0,1,0,9,60.99,0,9,0
AB_1353,0,0,1,0,1,46.99,6,26,1
AB_1354,0,0,1,1,3,48.99,6,14,1
AB_1355,0,0,1,0,0,0,1,13,0
AB_1356,1,49.592,5,1,6,61.99,4,13,0
AB_1357,0,0,2,1,4,40.49,5,8,0
AB_1358,0,0,2,1,4,66.49,0,15,1
AB_1359,0,0,1,0,5,67.49,5,21,1
AB_1360,0,0,3,0,4,88.99,6,4,1
AB_1361,0,0,1,1,0,0,1,8,0
AB_1362,0,0,4,0,0,0,0,9,1
AB_1363,0,0,2,1,1,85.99,7,9,1
AB_1364,1,68.49,3,0,0,0,2,19,0
AB_1365,0,0,1,0,0,0,2,14,0
AB_1366,0,0,1,0,2,46.99,6,11,0
AB_1367,0,0,1,1,1,80.99,1,17,0
AB_1368,0,0,1,1,1,65.49,5,11,1
AB_1369,0,0,3,0,6,57.99,2,13,0
AB_1370,0,0,2,0,8,70.99,3,13,0
AB_1371,0,0,1,1,0,0,4,2,0
AB_1372,0,0,5,0,1,70.99,6,10,1
AB_1373,1,51.192,4,1,6,63.99,2,3,1
AB_1374,0,0,1,1,0,0,5,11,0
AB_1375,0,0,1,1,4,64.49,7,17,0
AB_1376,0,0,1,0,5,55.99,6,10,0
AB_1377,0,0,1,0,2,120.98,1,13,0
AB_1378,0,0,1,1,1,58.49,5,18,0
AB_1379,0,0,1,1,4,71.49,4,7,0
AB_1380,0,0,1,1,11,121.98,4,13,0
AB_1381,0,0,3,1,1,56.99,7,7,0
AB_1382,0,0,3,1,1,52.99,3,2,0
AB_1383,0,0,3,1,0,0,1,4,0
AB_1384,1,70.99,3,0,4,141.98,1,16,0
AB_1385,0,0,1,1,0,0,4,13,0
AB_1386,1,64.792,4,1,0,0,3,4,0
AB_1387,0,0,1,1,0,0,4,8,0
AB_1388,0,0,2,1,1,73.49,3,14,0
AB_1389,0,0,1,0,3,61.99,5,28,0
AB_1390,0,0,2,1,0,0,1,10,0
AB_1391,0,0,1,0,2,57.49,2,19,0
AB_1392,0,0,1,1,0,0,0,21,0
AB_1393,0,0,1,1,3,63.99,5,1,1
AB_1394,0,0,3,1,1,115.98,6,17,0
AB_1395,0,0,5,0,1,70.99,7,3,0
AB_1396,0,0,3,1,5,123.98,3,14,1
AB_1397,0,0,1,0,1,181.47,4,1,0
AB_1398,1,57.49,1,0,0,0,2,19,0
AB_1399,0,0,5,0,1,48.99,3,12,0
AB_1400,0,0,1,0,0,0,4,17,0
AB_1401,0,0,4,1,3,169.47,6,21,0
AB_1402,0,0,1,1,1,127.98,4,12,0
AB_1403,0,0,1,0,1,100.98,4,3,0
AB_1404,0,0,1,0,2,64.49,6,10,0
AB_1405,0,0,1,0,1,126.98,4,20,1
AB_1406,0,0,1,0,2,94.98,4,12,0
AB_1407,1,53.192,3,1,2,66.49,4,19,1
AB_1408,0,0,1,0,2,71.99,4,22,0
AB_1409,0,0,2,0,0,0,0,20,1
AB_1410,0,0,3,0,0,0,3,19,1
AB_1411,0,0,1,1,3,172.47,7,11,0
AB_1412,0,0,2,1,1,81.99,4,3,0
AB_1413,0,0,2,0,4,72.99,4,4,0
AB_1414,0,0,2,0,0,0,0,15,0
AB_1415,0,0,2,0,0,0,0,23,0
AB_1416,0,0,1,0,0,0,2,32,0
AB_1417,0,0,3,1,1,118.98,6,8,0
AB_1418,0,0,1,0,0,0,6,8,0
AB_1419,0,0,2,0,0,0,4,24,0
AB_1420,0,0,3,1,1,73.99,5,17,0
AB_1421,0,0,3,0,1,35.99,0,12,0
AB_1422,0,0,1,0,1,51.99,0,19,0
AB_1423,0,0,2,0,2,59.49,0,15,1
AB_1424,0,0,2,0,0,0,4,17,0
AB_1425,0,0,3,1,1,44.49,7,18,0
AB_1426,0,0,1,1,1,60.49,5,18,0
AB_1427,0,0,3,0,1,132.98,6,15,0
AB_1428,0,0,2,1,0,0,0,19,0
AB_1429,0,0,1,0,1,75.99,1,15,1
AB_1430,0,0,3,1,1,138.98,4,14,0
AB_1431,0,0,3,1,0,0,5,14,1
AB_1432,0,0,1,0,0,0,4,19,1
AB_1433,0,0,1,1,0,0,2,12,1
AB_1434,1,52.49,3,0,0,0,3,22,1
AB_1435,2,92.784,3,1,10,173.97,3,21,0
AB_1436,0,0,3,0,0,0,2,18,0
AB_1437,0,0,3,0,0,0,5,22,0
AB_1438,1,62.99,2,0,0,0,0,15,0
AB_1439,0,0,1,1,2,75.99,1,19,1
AB_1440,1,39.192,2,1,5,48.99,2,32,1
AB_1441,0,0,3,1,1,179.97,3,13,0
AB_1442,0,0,1,0,2,58.99,5,6,0
AB_1443,0,0,2,1,1,116.98,2,5,0
AB_1444,0,0,1,0,5,170.97,2,21,0
AB_1445,0,0,4,1,1,131.98,6,21,0
AB_1446,0,0,2,1,0,0,2,20,1
AB_1447,0,0,1,1,0,0,7,13,1
AB_1448,0,0,2,0,1,44.99,0,18,0
AB_1449,0,0,2,1,0,0,4,18,0
AB_1450,0,0,3,1,2,65.99,4,21,0
AB_1451,0,0,2,0,3,66.49,3,16,0
AB_1452,0,0,3,0,0,0,3,19,0
AB_1453,0,0,1,0,5,55.49,2,2,1
AB_1454,0,0,1,1,0,0,0,15,1
AB_1455,1,50.392,2,1,2,62.99,1,17,1
AB_1456,0,0,1,1,0,0,7,16,0
AB_1457,0,0,3,1,2,150.98,6,23,0
AB_1458,0,0,1,0,2,139.98,2,12,0
AB_1459,0,0,3,1,0,0,1,2,0
AB_1460,0,0,3,0,4,79.99,4,24,0
AB_1461,1,57.99,1,0,2,115.98,4,12,0
AB_1462,0,0,3,0,0,0,6,23,0
AB_1463,0,0,1,0,0,0,4,10,0
AB_1464,0,0,2,1,2,50.99,5,21,0
AB_1465,0,0,3,1,1,248.97,0,3,0
AB_1466,0,0,3,1,1,71.99,5,17,0
AB_1467,0,0,4,0,3,68.49,1,1,1
AB_1468,0,0,3,1,1,214.47,4,12,0
AB_1469,0,0,2,0,1,75.99,6,2,0
AB_1470,0,0,4,0,0,0,6,3,1
AB_1471,0,0,2,0,2,44.99,4,17,0
AB_1472,0,0,4,1,0,0,7,9,0
AB_1473,0,0,1,1,5,78.99,6,16,0
AB_1474,0,0,1,1,1,58.99,6,4,0
AB_1475,0,0,1,0,0,0,0,11,0
AB_1476,0,0,3,0,1,52.99,4,16,1
AB_1477,0,0,2,0,4,51.49,1,16,0
AB_1478,0,0,1,0,1,149.96,6,16,0
AB_1479,0,0,3,0,1,153.98,3,20,0
AB_1480,0,0,1,1,1,54.99,5,2,1
AB_1481,0,0,2,0,0,0,7,17,0
AB_1482,0,0,1,0,0,0,3,6,1
AB_1483,0,0,1,0,0,0,5,16,1
AB_1484,0,0,1,1,3,173.97,4,14,0
AB_1485,2,155.98,1,0,9,155.98,0,18,1
AB_1486,0,0,3,1,1,173.97,1,14,0
AB_1487,0,0,3,0,9,123.98,0,8,1
AB_1488,0,0,1,0,3,58.49,2,24,0
AB_1489,1,48.49,3,0,10,96.98,6,16,0
AB_1490,0,0,1,1,1,66.99,0,20,0
AB_1491,0,0,3,1,3,59.99,4,18,0
AB_1492,0,0,3,1,2,62.99,0,9,0
AB_1493,0,0,2,0,0,0,6,12,0
AB_1494,0,0,3,1,4,61.99,4,16,0
AB_1495,0,0,1,1,0,0,1,4,1
AB_1496,0,0,1,0,4,57.49,0,18,0
AB_1497,1,77.99,3,0,10,77.99,3,2,1
AB_1498,0,0,1,1,0,0,6,23,0
AB_1499,0,0,4,1,0,0,5,20,0
AB_1500,0,0,1,0,1,63.99,0,15,1
AB_1501,0,0,2,1,5,54.99,7,10,0
AB_1502,1,82.99,3,0,3,82.99,0,6,1
AB_1503,0,0,2,0,0,0,1,10,0
AB_1504,0,0,2,1,0,0,1,9,1
AB_1505,0,0,1,0,0,0,0,10,0
AB_1506,0,0,4,1,1,42.49,1,15,0
AB_1507,0,0,3,0,1,135.98,2,12,1
AB_1508,0,0,1,1,1,226.47,0,22,0
AB_1509,0,0,2,1,1,40.49,3,16,0
AB_1510,1,54.99,2,0,9,54.99,3,11,1
AB_1511,0,0,1,0,0,0,2,17,0
AB_1512,0,0,1,0,0,0,1,10,0
AB_1513,0,0,2,0,3,69.98,6,26,0
AB_1514,0,0,5,0,4,62.99,5,17,0
AB_1515,0,0,1,0,1,58.99,1,9,1
AB_1516,0,0,3,1,1,64.99,4,9,0
AB_1517,1,50.392,2,1,3,62.99,3,20,1
AB_1518,0,0,1,1,6,55.99,5,19,0
AB_1519,0,0,3,1,4,130.98,5,24,0
AB_1520,0,0,1,1,2,60.99,6,12,0
AB_1521,0,0,1,0,0,0,3,13,0
AB_1522,0,0,1,1,0,0,2,7,1
AB_1523,2,97.584,3,1,10,243.96,0,6,0
AB_1524,0,0,2,0,1,63.49,1,19,1
AB_1525,0,0,3,1,0,0,3,25,0
AB_1526,0,0,1,1,0,0,4,20,1
AB_1527,2,153.98,2,0,9,76.99,5,9,0
AB_1528,0,0,4,0,0,0,5,6,0
AB_1529,0,0,1,0,0,0,6,13,0
AB_1530,0,0,1,1,0,0,6,1,0
AB_1531,0,0,1,1,3,82.99,6,10,0
AB_1532,0,0,1,1,3,54.99,5,15,0
AB_1533,0,0,3,1,5,60.99,5,22,0
AB_1534,0,0,2,1,8,59.49,7,11,0
AB_1535,0,0,2,0,0,0,2,19,0
AB_1536,0,0,3,0,0,0,0,5,0
AB_1537,0,0,2,1,0,0,4,17,0
AB_1538,0,0,1,0,4,67.99,1,21,0
AB_1539,0,0,1,0,0,0,3,14,0
AB_1540,0,0,2,0,1,45.99,1,7,1
AB_1541,0,0,3,0,0,0,4,12,0
AB_1542,0,0,1,1,2,61.49,2,16,1
AB_1543,0,0,2,1,0,0,6,7,0
AB_1544,1,55.99,5,0,0,0,1,18,1
AB_1545,0,0,1,0,2,73.99,2,12,0
AB_1546,0,0,1,0,2,209.97,4,12,0
AB_1547,0,0,3,1,0,0,3,13,0
AB_1548,0,0,1,0,1,46.99,0,10,1
AB_1549,0,0,3,0,0,0,4,12,0
AB_1550,0,0,2,1,0,0,0,5,0
AB_1551,0,0,1,1,0,0,1,13,0
AB_1552,0,0,1,0,3,81.98,6,18,0
AB_1553,0,0,3,1,3,70.49,0,25,0
AB_1554,0,0,3,0,1,53.49,0,18,1
AB_1555,0,0,3,1,0,0,2,11,1
AB_1556,0,0,3,1,0,0,4,9,1
AB_1557,0,0,1,0,5,67.99,1,11,0
AB_1558,0,0,3,1,2,63.49,4,15,0
AB_1559,0,0,1,0,1,49.49,3,16,0
AB_1560,0,0,1,0,1,61.99,1,13,1
AB_1561,0,0,3,1,0,0,6,20,0
AB_1562,0,0,2,1,1,42.99,4,21,0
AB_1563,0,0,3,1,1,149.98,7,10,1
AB_1564,0,0,1,0,2,111.98,7,19,1
AB_1565,0,0,1,1,2,58.99,2,18,1
AB_1566,0,0,3,0,2,41.49,5,25,0
AB_1567,0,0,1,0,0,0,3,24,0
AB_1568,0,0,2,0,0,0,3,4,0
AB_1569,0,0,1,1,0,0,6,19,0
AB_1570,0,0,2,1,3,91.98,6,2,0
AB_1571,0,0,3,1,1,123.98,1,15,1
AB_1572,1,61.99,3,0,0,0,4,25,0
AB_1573,0,0,5,1,2,81.99,0,19,0
AB_1574,0,0,3,1,1,60.49,1,16,1
AB_1575,1,56.99,1,0,8,56.99,4,14,1
AB_1576,0,0,3,1,0,0,6,18,0
AB_1577,1,50.392,3,1,0,0,0,23,1
AB_1578,1,48.49,3,0,0,0,1,4,0
AB_1579,0,0,2,0,2,63.99,2,15,0
AB_1580,0,0,3,0,4,40.49,6,7,0
AB_1581,1,50.792,1,1,0,0,0,14,1
AB_1582,0,0,1,1,0,0,6,18,1
AB_1583,0,0,3,1,0,0,5,19,1
AB_1584,0,0,1,0,5,71.99,1,2,0
AB_1585,0,0,1,1,2,109.98,7,16,1
AB_1586,0,0,1,0,2,53.99,2,20,0
AB_1587,0,0,1,0,1,65.99,1,11,0
AB_1588,0,0,1,1,0,0,5,14,0
AB_1589,0,0,3,0,4,63.99,5,12,0
AB_1590,1,46.392,3,1,0,0,1,8,0
AB_1591,0,0,1,0,0,0,1,23,0
AB_1592,0,0,3,0,0,0,0,4,0
AB_1593,0,0,1,1,0,0,5,18,0
AB_1594,0,0,4,1,2,125.98,4,9,1
AB_1595,0,0,2,0,1,65.49,6,13,0
AB_1596,0,0,2,1,1,121.98,4,12,0
AB_1597,0,0,2,1,0,0,5,14,0
AB_1598,0,0,3,0,7,113.98,7,16,0
AB_1599,0,0,1,1,1,53.99,5,13,0
AB_1600,0,0,1,0,2,51.49,0,7,1
AB_1601,0,0,3,1,3,176.97,1,4,0
AB_1602,0,0,1,0,4,57.49,2,23,0
AB_1603,0,0,1,1,3,65.99,0,14,1
AB_1604,0,0,3,0,5,114.98,3,3,0
AB_1605,0,0,1,1,3,48.49,5,2,0
AB_1606,0,0,1,0,5,218.97,5,3,1
AB_1607,0,0,2,1,1,144.98,1,21,0
AB_1608,0,0,3,0,1,138.98,1,15,0
AB_1609,0,0,1,1,2,58.99,0,6,0
AB_1610,0,0,3,0,4,58.99,7,5,0
AB_1611,0,0,2,0,2,125.98,5,8,1
AB_1612,0,0,1,1,0,0,4,1,1
AB_1613,1,35.192,3,1,0,0,0,18,0
AB_1614,0,0,1,1,2,149.98,6,15,1
AB_1615,0,0,3,0,0,0,7,14,0
AB_1616,0,0,2,1,0,0,5,14,1
AB_1617,0,0,1,0,3,53.49,1,11,1
AB_1618,0,0,1,0,2,57.49,5,20,0
AB_1619,0,0,3,1,1,66.99,5,16,0
AB_1620,0,0,3,1,3,160.47,0,26,0
AB_1621,0,0,1,1,0,0,5,22,0
AB_1622,0,0,4,0,4,80.99,6,15,0
AB_1623,0,0,1,0,3,82.99,3,27,0
AB_1624,0,0,3,1,1,130.98,4,17,0
AB_1625,0,0,1,0,0,0,4,22,0
AB_1626,2,95.984,1,1,19,59.99,0,6,1
AB_1627,0,0,1,1,0,0,5,9,0
AB_1628,0,0,3,0,0,0,0,12,0
AB_1629,0,0,3,0,3,116.98,7,17,0
AB_1630,1,52.792,3,1,3,65.99,0,5,0
AB_1631,0,0,1,1,0,0,0,18,0
AB_1632,0,0,2,1,2,57.99,3,10,1
AB_1633,0,0,1,0,2,137.98,6,13,0
AB_1634,0,0,3,1,6,41.49,7,9,1
AB_1635,0,0,1,1,0,0,5,18,0
AB_1636,0,0,1,0,1,57.49,0,14,0
AB_1637,0,0,3,1,2,83.98,0,17,0
AB_1638,0,0,3,1,0,0,3,28,0
AB_1639,0,0,1,0,10,55.99,5,7,0
AB_1640,0,0,1,1,3,42.99,0,15,0
AB_1641,0,0,1,0,0,0,5,9,0
AB_1642,0,0,1,1,2,49.99,3,19,0
AB_1643,0,0,2,0,1,157.98,2,1,0
AB_1644,0,0,1,1,2,64.99,0,17,0
AB_1645,0,0,1,0,2,154.47,5,19,1
AB_1646,0,0,2,1,3,51.49,3,12,0
AB_1647,0,0,2,1,1,57.99,2,25,0
AB_1648,0,0,1,0,0,0,6,18,0
AB_1649,1,50.99,3,0,0,0,6,8,0
AB_1650,0,0,1,0,1,122.98,5,19,0
AB_1651,0,0,3,0,3,63.99,0,25,0
AB_1652,0,0,1,1,4,55.99,3,19,0
AB_1653,0,0,4,1,8,113.98,5,12,0
AB_1654,0,0,1,1,1,56.99,4,22,0
AB_1655,0,0,1,0,0,0,6,16,0
AB_1656,0,0,1,1,3,146.98,2,23,0
AB_1657,0,0,2,1,2,50.99,2,21,0
AB_1658,0,0,1,1,0,0,4,11,1
AB_1659,0,0,2,0,0,0,1,7,0
AB_1660,0,0,2,0,0,0,7,19,1
AB_1661,0,0,4,1,0,0,1,20,0
AB_1662,1,50.392,1,1,12,62.99,1,9,0
AB_1663,0,0,2,0,1,73.99,3,18,0
AB_1664,0,0,3,1,2,65.49,6,19,0
AB_1665,0,0,2,0,1,138.98,5,14,1
AB_1666,0,0,1,0,0,0,5,1,0
AB_1667,0,0,3,0,1,60.99,5,15,0
AB_1668,1,45.592,3,1,2,56.99,4,9,1
AB_1669,3,127.176,3,1,2,52.99,2,16,1
AB_1670,0,0,2,1,0,0,5,10,0
AB_1671,0,0,2,1,2,66.99,3,14,0
